Year,Lg,Rd,Pk,Player,College,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
2013,NBA,2,42,Pierre Jackson (↳NOP),Baylor,8,84,35,9,19,.333,.273,.857,10.5,4.4,1.1,2.4,0.0,.021,-4.4,-0.1
2012,NBA,1,15,Maurice Harkless (↳ORL),St. John's,621,14019,4259,2198,572,.474,.320,.624,22.6,6.9,3.5,0.9,23.0,.079,-0.8,4.1
2012,NBA,2,45,Justin Hamilton (↳MIA),LSU,113,1961,687,403,91,.464,.309,.798,17.4,6.1,3.6,0.8,3.7,.091,-0.9,0.5
2012,NBA,2,54,Tornike Shengelia (↳NJN),,45,247,59,39,17,.451,.125,.500,5.5,1.3,0.9,0.4,-0.2,-0.032,-7.0,-0.3
2011,NBA,1,16,Nikola Vučević,USC,899,28225,15370,9435,2556,.495,.341,.768,31.4,17.1,10.5,2.8,72.6,.124,2.1,28.9
2011,NBA,2,50,Lavoy Allen,Temple,388,6905,1847,1843,384,.471,.133,.682,17.8,4.8,4.8,1.0,13.8,.096,-2.1,-0.1
2010,NBA,1,2,Evan Turner,Ohio State,705,18938,6824,3278,2462,.434,.294,.782,26.9,9.7,4.6,3.5,20.2,.051,-1.9,0.5
2009,NBA,1,17,Jrue Holiday,UCLA,975,32264,15736,4075,6201,.463,.371,.784,33.1,16.1,4.2,6.4,69.4,.103,1.7,29.8
2008,NBA,1,16,Marreese Speights,Florida,705,10640,5592,2875,461,.459,.356,.797,15.1,7.9,4.1,0.7,25.8,.116,-2.2,-0.6
2007,NBA,1,12,Thaddeus Young,Georgia Tech,1172,33012,14225,6614,2135,.503,.328,.661,28.2,12.1,5.6,1.8,71.9,.105,0.5,20.7
2007,NBA,1,21,Daequan Cook (↳MIA),Ohio State,328,5993,2114,703,243,.369,.359,.813,18.3,6.4,2.1,0.7,4.9,.039,-2.7,-1.1
2007,NBA,2,38,Kyrylo Fesenko (↳UTA),,135,1107,305,269,40,.496,.000,.410,8.2,2.3,2.0,0.3,0.9,.038,-5.7,-1.1
2006,NBA,1,13,Thabo Sefolosha (↳CHI),,869,19062,4994,3252,1196,.449,.349,.732,21.9,5.7,3.7,1.4,39.3,.099,0.6,12.4
2005,NBA,2,45,Lou Williams,,1123,27104,15593,2484,3789,.419,.351,.842,24.1,13.9,2.2,3.4,65.7,.116,1.4,23.2
2004,NBA,1,9,Andre Iguodala,Arizona,1231,39507,13968,6047,5147,.463,.330,.709,32.1,11.3,4.9,4.2,100.4,.122,2.1,41.3
2002,NBA,1,16,Jiří Welsch (↳GSW),,247,4596,1519,602,375,.403,.343,.752,18.6,6.1,2.4,1.5,5.7,.059,-1.9,0.1
2001,NBA,1,26,Samuel Dalembert,Seton Hall,886,21646,6814,6942,465,.521,.083,.706,24.4,7.7,7.8,0.5,51.3,.114,-1.1,4.6
2001,NBA,2,37,Damone Brown,Syracuse,39,351,108,52,19,.336,.286,.667,9.0,2.8,1.3,0.5,-0.7,-0.100,-8.6,-0.6
2001,NBA,2,57,Alvin Jones,Georgia Tech,23,126,26,36,3,.400,,.500,5.5,1.1,1.6,0.1,0.1,.034,-8.7,-0.2
