Year,Lg,Rd,Pk,Player,College,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
2007,NBA,1,4,Mike Conley,Ohio State,1101,34841,15888,3272,6306,.439,.387,.823,31.6,14.4,3.0,5.7,100.5,.139,2.5,39.2
2006,NBA,1,24,Kyle Lowry,Villanova,1138,36021,16218,4894,7003,.424,.368,.815,31.7,14.3,4.3,6.2,111.6,.149,2.8,43.2
2005,NBA,1,19,Hakim Warrick,Syracuse,526,10624,4947,2117,400,.490,.191,.726,20.2,9.4,4.0,0.8,20.4,.092,-1.9,0.4
2003,NBA,1,13,Marcus Banks (↳BOS),UNLV,348,5571,2061,519,728,.432,.327,.768,16.0,5.9,1.5,2.1,6.6,.057,-2.0,-0.1
2003,NBA,1,27,Kendrick Perkins (↳BOS),,782,17162,4214,4532,813,.530,.000,.594,21.9,5.4,5.8,1.0,27.9,.078,-1.9,0.6
2002,NBA,1,4,Drew Gooden,Kansas,790,20127,8653,5618,896,.462,.257,.760,25.5,11.0,7.1,1.1,43.9,.105,-1.2,4.3
2002,NBA,2,32,Robert Archibald,Illinois,44,328,51,69,16,.283,,.429,7.5,1.2,1.6,0.4,0.0,-0.004,-6.1,-0.3
2002,NBA,2,46,Matt Barnes (↳CLE),UCLA,929,21967,7589,4281,1691,.436,.335,.745,23.6,8.2,4.6,1.8,42.8,.093,-0.1,10.7
2001,NBA,1,6,Shane Battier,Duke,977,30004,8408,4082,1717,.437,.384,.743,30.7,8.6,4.2,1.8,75.7,.121,1.7,28.2
2001,NBA,1,27,Jamaal Tinsley (↳ATL ↳IND),Iowa State,547,14443,4652,1605,3330,.393,.299,.716,26.4,8.5,2.9,6.1,17.2,.057,0.0,7.1
2001,NBA,2,33,Will Solomon,Clemson,115,1584,584,132,225,.378,.298,.692,13.8,5.1,1.1,2.0,0.0,.000,-3.3,-0.5
2001,NBA,2,48,Antonis Fotsis,,28,320,108,62,10,.404,.304,.850,11.4,3.9,2.2,0.4,0.1,.017,-3.4,-0.1
2000,NBA,1,2,Stromile Swift,LSU,547,10804,4582,2535,275,.473,.074,.699,19.8,8.4,4.6,0.5,21.3,.095,-1.6,1.1
1999,NBA,1,2,Steve Francis (↳HOU),Maryland,576,21632,10446,3215,3473,.429,.341,.797,37.6,18.1,5.6,6.0,54.1,.120,2.2,22.7
1999,NBA,2,37,Obinna Ekezie,Maryland,143,1516,510,383,31,.423,.000,.720,10.6,3.6,2.7,0.2,1.7,.054,-5.4,-1.3
1998,NBA,1,2,Mike Bibby,Arizona,1001,33962,14698,3103,5517,.436,.379,.802,33.9,14.7,3.1,5.5,73.2,.104,0.8,23.8
1998,NBA,2,56,J.R. Henderson,UCLA,30,331,97,47,22,.365,.400,.556,11.0,3.2,1.6,0.7,-0.2,-0.025,-4.8,-0.2
1997,NBA,1,4,Antonio Daniels,Bowling Green,872,19671,6623,1613,2934,.444,.311,.793,22.6,7.6,1.8,3.4,47.0,.115,0.0,10.1
1996,NBA,1,3,Shareef Abdur-Rahim,California,830,28882,15028,6239,2109,.472,.297,.810,34.8,18.1,7.5,2.5,71.2,.118,1.0,21.9
1996,NBA,1,22,Roy Rogers,Alabama,137,2309,652,483,57,.483,.500,.532,16.9,4.8,3.5,0.4,1.7,.035,-3.7,-1.0
1996,NBA,2,51,Chris Robinson,Western Kentucky,76,1095,350,117,104,.376,.374,.571,14.4,4.6,1.5,1.4,-0.1,-0.003,-4.0,-0.6
1995,NBA,1,6,Bryant Reeves,Oklahoma State,395,12071,4945,2745,623,.475,.074,.703,30.6,12.5,6.9,1.6,13.0,.052,-3.4,-4.3
1995,NBA,2,36,Lawrence Moten,Syracuse,119,1814,747,181,182,.408,.299,.652,15.2,6.3,1.5,1.5,0.0,.001,-2.1,0.0
