Year,Lg,Rd,Pk,Player,College,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP.1,PTS.1,TRB.1,AST.1,WS,WS/48,BPM,VORP,Team,VORP_Percentile,WS_Percentile,BPM_Percentile,VORP_PositionPercentile,WS_PositionPercentile,BPM_PositionPercentile,Successful Pick
2000,NBA,1,6,DerMarr Johnson,Cincinnati,344,5930,2121,769,304,0.411,0.336,0.789,17.2,6.2,2.2,0.9,6.4,0.052,-1.6,0.6,Hawks,0.64,0.45,0.67,0.46,0.29,0.47,False
2000,NBA,2,40,Hanno Möttölä,Utah,155,2360,715,442,75,0.442,0.063,0.783,15.2,4.6,2.9,0.5,0.9,0.019,-5.9,-2.3,Hawks,0.16,0.27,0.05,0.12,0.38,0.21,False
1999,NBA,1,10,Jason Terry,Arizona,1410,42034,18881,3274,5415,0.444,0.38,0.845,29.8,13.4,2.3,3.8,102.0,0.116,1.5,37.4,Hawks,0.92,0.92,0.82,0.91,0.97,0.91,True
1999,NBA,1,17,Cal Bowdler,Old Dominion,142,1383,424,272,29,0.404,0.182,0.768,9.7,3.0,1.9,0.2,1.8,0.061,-3.2,-0.4,Hawks,0.26,0.24,0.26,0.34,0.31,0.34,False
1999,NBA,1,20,Dion Glover,Georgia Tech,294,6132,2407,897,455,0.411,0.317,0.756,20.9,8.2,3.1,1.5,5.8,0.045,-1.8,0.3,Hawks,0.49,0.39,0.46,0.58,0.35,0.58,False
1999,NBA,1,27,Jumaine Jones (↳PHI),Georgia,471,9780,3325,1987,408,0.424,0.349,0.704,20.8,7.1,4.2,0.9,15.1,0.074,-1.2,2.1,Hawks,0.58,0.58,0.58,0.65,0.58,0.55,False
1998,NBA,1,20,Roshown McLeod,Duke,113,2130,817,308,124,0.409,0.111,0.819,18.8,7.2,2.7,1.1,0.2,0.004,-4.4,-1.3,Hawks,0.17,0.18,0.19,0.19,0.1,0.1,False
1998,NBA,2,49,Cory Carr (↳CHI),Texas Tech,42,624,171,49,66,0.329,0.167,0.75,14.9,4.1,1.2,1.6,-1.2,-0.089,-8.2,-1.0,Hawks,0.21,0.02,0.04,0.14,0.05,0.19,False
1997,NBA,1,22,Ed Gray,California,60,809,373,73,46,0.339,0.341,0.814,13.5,6.2,1.2,0.8,0.1,0.009,-4.0,-0.4,Hawks,0.37,0.18,0.15,0.44,0.12,0.18,False
1997,NBA,2,51,Chris Crawford,Marquette,252,3985,1654,547,154,0.437,0.347,0.824,15.8,6.6,2.2,0.6,6.5,0.078,-2.6,-0.6,Hawks,0.29,0.48,0.48,0.28,0.75,0.75,False
1996,NBA,1,28,Priest Lauderdale,Central State University,74,525,255,143,33,0.472,0.0,0.554,7.1,3.4,1.9,0.4,-0.8,-0.074,-7.9,-0.8,Hawks,0.23,0.02,0.02,0.18,0.11,0.09,False
1995,NBA,1,16,Alan Henderson,Indiana,652,13780,5094,3249,397,0.469,0.192,0.639,21.1,7.8,5.0,0.6,28.0,0.097,-1.8,0.6,Hawks,0.62,0.67,0.58,0.58,0.76,0.48,False
1995,NBA,2,42,Donnie Boyce,Colorado,30,195,79,25,16,0.349,0.25,0.5,6.5,2.6,0.8,0.5,-0.3,-0.064,-4.9,-0.1,Hawks,0.49,0.02,0.17,0.55,0.1,0.24,False
1995,NBA,2,57,Cuonzo Martin,Purdue,7,32,9,3,3,0.25,0.6,0.0,4.6,1.3,0.4,0.4,-0.1,-0.151,-6.3,0.0,Hawks,0.54,0.09,0.09,0.43,0.14,0.14,False
1994,NBA,2,34,Gaylon Nickerson,Northwestern Oklahoma State University,4,42,15,5,1,0.333,0.0,1.0,10.5,3.8,1.3,0.3,0.1,0.076,-1.2,0.0,Hawks,0.39,0.05,0.62,0.71,0.26,0.76,False
1993,NBA,1,15,Doug Edwards,Florida State,85,838,203,153,60,0.378,0.0,0.709,9.9,2.4,1.8,0.7,0.2,0.013,-4.8,-0.6,Hawks,0.24,0.24,0.24,0.23,0.17,0.19,False
1993,NBA,2,40,Rich Manning,Washington,55,512,182,94,10,0.415,0.4,0.643,9.3,3.3,1.7,0.2,-0.3,-0.028,-8.3,-0.8,Hawks,0.22,0.08,0.11,0.27,0.08,0.12,False
1992,NBA,1,10,Adam Keefe,Stanford,617,10334,3107,2556,427,0.502,0.071,0.714,16.7,5.0,4.1,0.7,24.9,0.116,-1.3,1.7,Hawks,0.55,0.64,0.52,0.47,0.56,0.43,False
1992,NBA,2,38,Elmer Bennett,Notre Dame,21,159,48,10,22,0.34,0.273,0.722,7.6,2.3,0.5,1.0,-0.3,-0.095,-6.9,-0.2,Hawks,0.39,0.06,0.07,0.36,0.03,0.07,False
1991,NBA,1,9,Stacey Augmon,UNLV,1001,21658,7990,3216,1561,0.469,0.152,0.728,21.6,8.0,3.2,1.6,43.8,0.097,-0.2,9.8,Hawks,0.77,0.82,0.72,0.69,0.66,0.67,False
1991,NBA,1,15,Anthony Avent (↳MIL),Seton Hall,352,6729,1958,1584,278,0.403,0.0,0.686,19.1,5.6,4.5,0.8,0.3,0.002,-5.7,-6.4,Hawks,0.03,0.17,0.1,0.03,0.22,0.12,False
1991,NBA,2,30,Rodney Monroe,NC State,38,313,131,33,27,0.368,0.222,0.826,8.2,3.4,0.9,0.7,-0.2,-0.035,-5.3,-0.3,Hawks,0.44,0.08,0.13,0.4,0.11,0.16,False
1990,NBA,1,10,Rumeal Robinson,Michigan,336,6098,2546,606,1179,0.432,0.344,0.611,18.1,7.6,1.8,3.5,5.2,0.041,-1.5,0.8,Hawks,0.7,0.48,0.74,0.38,0.21,0.38,False
1990,NBA,2,36,Trevor Wilson,UCLA,103,1609,591,353,99,0.456,0.0,0.567,15.6,5.7,3.4,1.0,0.8,0.023,-3.4,-0.6,Hawks,0.41,0.21,0.4,0.2,0.32,0.32,False
1990,NBA,2,41,Steve Bardo,Illinois,33,299,73,60,44,0.329,0.1,0.696,9.1,2.2,1.8,1.3,-0.1,-0.02,-4.0,-0.2,Hawks,0.55,0.05,0.26,0.5,0.23,0.54,False
1989,NBA,1,23,Roy Marble,Iowa,29,194,55,32,12,0.257,0.0,0.594,6.7,1.9,1.1,0.4,-0.5,-0.122,-8.8,-0.3,Hawks,0.45,0.02,0.05,0.32,0.06,0.03,False
1989,NBA,2,49,Haywoode Workman,Oral Roberts,359,7202,1967,819,1410,0.419,0.323,0.764,20.1,5.5,2.3,3.9,10.7,0.071,-0.7,2.4,Hawks,0.66,0.51,0.66,0.86,0.81,0.86,False
2023,NBA,1,18,Jaime Jaquez,UCLA,75,2113,889,285,195,0.489,0.322,0.811,28.2,11.9,3.8,2.6,4.0,0.092,-1.9,0.1,Heat,0.8,0.91,0.74,0.54,0.4,0.51,False
2022,NBA,1,27,Nikola Jovic,,61,1100,434,223,100,0.443,0.369,0.773,18.0,7.1,3.7,1.6,2.1,0.094,-0.4,0.4,Heat,0.81,0.65,0.86,0.52,0.26,0.76,False
2020,NBA,1,20,Precious Achiuwa,Memphis,263,5226,2041,1496,258,0.481,0.307,0.608,19.9,7.8,5.7,1.0,9.5,0.087,-2.4,-0.5,Heat,0.24,0.66,0.47,0.37,0.52,0.45,False
2019,NBA,1,13,Tyler Herro,Kentucky,284,9038,5147,1403,1036,0.44,0.385,0.872,31.8,18.1,4.9,3.6,12.5,0.067,-0.1,4.5,Heat,0.88,0.76,0.84,0.65,0.5,0.74,False
2019,NBA,2,44,Bol Bol (↳DEN),Oregon,166,2302,999,605,104,0.55,0.327,0.745,13.9,6.0,3.6,0.6,4.1,0.086,-0.6,0.8,Heat,0.72,0.51,0.79,0.82,0.76,0.82,False
2017,NBA,1,14,Bam Adebayo,Kentucky,489,14680,7513,4275,1707,0.547,0.221,0.755,30.0,15.4,8.7,3.5,50.1,0.164,2.6,17.2,Heat,0.96,0.96,0.96,0.94,0.9,0.97,True
2015,NBA,1,10,Justise Winslow,Duke,344,8906,2829,1760,889,0.412,0.315,0.638,25.9,8.2,5.1,2.6,8.2,0.044,-2.1,-0.3,Heat,0.27,0.39,0.3,0.25,0.26,0.28,False
2015,NBA,2,40,Josh Richardson,Tennessee,546,15665,6349,1673,1451,0.429,0.364,0.846,28.7,11.6,3.1,2.7,27.7,0.085,-0.6,5.7,Heat,0.73,0.71,0.55,0.92,0.96,0.85,False
2014,NBA,1,26,P.J. Hairston (↳CHA),UNC,111,2000,664,266,59,0.343,0.295,0.81,18.0,6.0,2.4,0.5,0.9,0.021,-3.9,-1.0,Heat,0.1,0.32,0.27,0.06,0.23,0.15,False
2014,NBA,2,55,Semaj Christon (↳CHA),Xavier,64,973,183,87,130,0.345,0.19,0.548,15.2,2.9,1.4,2.0,0.1,0.006,-5.1,-0.8,Heat,0.16,0.17,0.18,0.06,0.47,0.31,False
2011,NBA,2,31,Bojan Bogdanović (↳MIN ↳NJN),,719,20890,11184,2559,1194,0.46,0.394,0.859,29.1,15.6,3.6,1.7,37.6,0.086,-0.9,5.8,Heat,0.67,0.73,0.59,0.93,0.96,0.89,False
2009,NBA,2,43,Marcus Thornton (↳NOH),LSU,483,11299,5750,1348,677,0.425,0.358,0.83,23.4,11.9,2.8,1.4,20.0,0.085,0.2,6.2,Heat,0.65,0.55,0.71,0.89,0.78,0.89,False
2008,NBA,1,2,Michael Beasley,Kansas State,609,13903,7568,2861,788,0.465,0.349,0.759,22.8,12.4,4.7,1.3,15.6,0.054,-1.7,0.9,Heat,0.52,0.46,0.48,0.3,0.33,0.23,False
2008,NBA,2,52,Darnell Jackson (↳CLE),Kansas,138,1039,308,203,26,0.449,0.235,0.644,7.5,2.2,1.5,0.2,1.3,0.059,-5.2,-0.8,Heat,0.09,0.23,0.07,0.19,0.55,0.14,False
2007,NBA,1,20,Jason Smith (↳PHI),Colorado State,616,10029,3777,2075,453,0.468,0.333,0.783,16.3,6.1,3.4,0.7,14.1,0.067,-2.9,-2.4,Heat,0.08,0.48,0.35,0.13,0.68,0.24,False
2004,NBA,1,19,Dorell Wright,,549,12280,4597,2093,850,0.424,0.365,0.806,22.4,8.4,3.8,1.5,25.9,0.101,0.9,9.1,Heat,0.72,0.54,0.85,0.89,0.8,0.97,False
2004,NBA,2,53,Matt Freije,Vanderbilt,42,588,133,85,27,0.293,0.224,0.714,14.0,3.2,2.0,0.6,-0.6,-0.047,-6.0,-0.6,Heat,0.19,0.03,0.05,0.22,0.11,0.31,False
2003,NBA,1,5,Dwyane Wade,Marquette,1054,35773,23165,4933,5701,0.48,0.293,0.765,33.9,22.0,4.7,5.4,120.7,0.162,5.0,62.8,Heat,0.97,0.97,0.97,0.97,0.91,0.97,True
2002,NBA,1,10,Caron Butler,UConn,881,28333,12430,4387,2007,0.434,0.348,0.847,32.2,14.1,5.0,2.3,50.9,0.086,-0.2,12.6,Heat,0.86,0.86,0.84,0.79,0.76,0.65,False
2002,NBA,2,53,Rasual Butler,La Salle,809,17219,6092,1934,658,0.403,0.362,0.747,21.3,7.5,2.4,0.8,20.8,0.058,-1.4,2.6,Heat,0.74,0.7,0.7,0.94,0.94,0.75,False
2000,NBA,2,37,Eddie House,Arizona State,717,12405,5356,1223,1112,0.409,0.39,0.851,17.3,7.5,1.7,1.6,20.0,0.077,0.0,6.1,Heat,0.84,0.75,0.91,0.96,0.85,0.81,False
1999,NBA,1,25,Tim James,Miami (FL),43,261,68,46,11,0.329,0.333,0.652,6.1,1.6,1.1,0.3,0.0,-0.003,-7.0,-0.3,Heat,0.32,0.09,0.05,0.44,0.12,0.03,False
1999,NBA,2,53,Rodney Buford,Creighton,230,4182,1472,598,179,0.412,0.3,0.758,18.2,6.4,2.6,0.8,2.9,0.033,-3.8,-1.9,Heat,0.05,0.33,0.21,0.11,0.83,0.5,False
1997,NBA,1,26,Charles Smith,New Mexico,142,1973,729,200,124,0.409,0.288,0.606,13.9,5.1,1.4,0.9,1.5,0.036,-1.1,0.4,Heat,0.6,0.33,0.64,0.55,0.32,0.61,False
1995,NBA,1,10,Kurt Thomas,TCU,1110,27160,8973,7328,1204,0.486,0.281,0.76,24.5,8.1,6.6,1.1,64.2,0.114,-0.8,8.6,Heat,0.8,0.89,0.72,0.62,0.82,0.53,False
1994,NBA,1,12,Khalid Reeves,Arizona,277,5837,2167,580,886,0.416,0.363,0.744,21.1,7.8,2.1,3.2,8.4,0.069,-1.3,1.0,Heat,0.55,0.47,0.58,0.5,0.3,0.47,False
1992,NBA,1,12,Harold Miner,USC,200,3748,1801,432,245,0.46,0.311,0.785,18.7,9.0,2.2,1.2,4.2,0.053,-3.0,-0.9,Heat,0.15,0.4,0.28,0.28,0.23,0.3,False
1992,NBA,2,42,Matt Geiger,Georgia Tech,552,12221,5059,3158,388,0.499,0.232,0.728,22.1,9.2,5.7,0.7,28.4,0.112,-1.8,0.6,Heat,0.5,0.68,0.48,0.71,0.9,0.71,False
1991,NBA,1,5,Steve Smith,Michigan State,942,28855,13430,3060,2922,0.44,0.358,0.845,30.6,14.3,3.2,3.1,83.7,0.139,1.4,24.6,Heat,0.95,0.95,0.9,0.86,0.86,0.8,False
1990,NBA,1,9,Willie Burton,Minnesota,316,6666,3243,932,393,0.424,0.345,0.786,21.1,10.3,2.9,1.2,9.1,0.065,-2.5,-0.9,Heat,0.31,0.58,0.52,0.2,0.36,0.33,False
1990,NBA,1,15,Dave Jamerson (↳HOU),Ohio University,90,594,306,77,61,0.392,0.277,0.86,6.6,3.4,0.9,0.7,0.2,0.018,-3.9,-0.3,Heat,0.49,0.12,0.3,0.34,0.17,0.25,False
1990,NBA,2,30,Carl Herrera (↳HOU),Houston,465,8042,2481,1690,261,0.476,0.143,0.643,17.3,5.3,3.6,0.6,9.0,0.054,-3.7,-3.4,Heat,0.08,0.56,0.35,0.1,0.55,0.35,False
1989,NBA,1,4,Glen Rice,Michigan,1000,34985,18336,4387,2097,0.456,0.4,0.846,35.0,18.3,4.4,2.1,88.7,0.122,0.8,24.9,Heat,0.9,0.95,0.9,0.77,0.83,0.64,False
1989,NBA,2,28,Sherman Douglas,Syracuse,765,21148,8425,1672,4536,0.484,0.267,0.678,27.6,11.0,2.2,5.9,32.9,0.075,-0.3,9.2,Heat,0.8,0.78,0.76,0.97,0.91,0.88,False
1989,NBA,2,45,Scott Haffner,University of Evansville,50,609,213,55,89,0.403,0.13,0.667,12.2,4.3,1.1,1.8,-0.1,-0.012,-5.1,-0.5,Heat,0.35,0.09,0.15,0.2,0.04,0.08,False
2023,NBA,1,2,Brandon Miller,Alabama,74,2383,1279,315,175,0.44,0.373,0.827,32.2,17.3,4.3,2.4,0.8,0.015,-2.6,-0.3,Hornets,0.29,0.63,0.67,0.09,0.05,0.06,False
2023,NBA,1,27,Nick Smith,Arkansas,51,729,302,72,59,0.391,0.432,0.867,14.3,5.9,1.4,1.2,-0.5,-0.036,-5.9,-0.7,Hornets,0.12,0.05,0.2,0.18,0.05,0.06,False
2023,NBA,2,34,Colby Jones (↳BOS ↳SAC),Xavier,30,192,64,40,20,0.394,0.091,0.545,6.4,2.1,1.3,0.7,0.0,0.007,-5.0,-0.1,Hornets,0.53,0.26,0.3,0.62,0.21,0.14,False
2023,NBA,2,39,Mouhamed Gueye (↳BOS ↳ATL),Washington State,6,73,24,22,4,0.348,0.333,0.833,12.2,4.0,3.7,0.7,0.2,0.127,-1.5,0.0,Hornets,0.69,0.4,0.8,0.67,0.22,0.74,False
2023,NBA,2,41,Amari Bailey,UCLA,10,65,23,9,7,0.333,0.125,0.857,6.5,2.3,0.9,0.7,-0.1,-0.044,-8.3,-0.1,Hornets,0.53,0.19,0.1,0.62,0.23,0.04,False
2022,NBA,1,13,Jalen Duren (↳NYK ↳DET),Memphis,128,3447,1453,1304,222,0.631,0.0,0.707,26.9,11.4,10.2,1.7,9.3,0.13,-0.4,1.3,Hornets,0.9,0.94,0.86,0.5,0.44,0.65,False
2022,NBA,2,45,Josh Minott (↳MIN),Memphis,47,187,96,42,13,0.486,0.375,0.909,4.0,2.0,0.9,0.3,0.7,0.183,1.7,0.2,Hornets,0.77,0.33,0.96,0.6,0.2,1.0,False
2021,NBA,1,11,James Bouknight,UConn,79,900,383,133,73,0.363,0.335,0.762,11.4,4.8,1.7,0.9,-0.3,-0.017,-5.9,-0.9,Hornets,0.17,0.06,0.06,0.16,0.03,0.03,False
2020,NBA,1,3,LaMelo Ball,,184,5870,3675,1147,1364,0.427,0.374,0.834,31.9,20.0,6.2,7.4,11.6,0.095,2.8,7.1,Hornets,0.95,0.8,0.98,0.29,0.2,0.77,False
2020,NBA,2,32,Vernon Carey,Duke,37,187,72,50,5,0.474,0.143,0.654,5.1,1.9,1.4,0.1,0.2,0.058,-6.3,-0.2,Hornets,0.44,0.26,0.14,0.45,0.29,0.14,False
2019,NBA,1,12,PJ Washington,Kentucky,333,10082,4285,1840,747,0.447,0.354,0.705,30.3,12.9,5.5,2.2,12.5,0.059,-1.2,1.9,Hornets,0.81,0.76,0.74,0.53,0.4,0.5,False
2019,NBA,2,36,Cody Martin,Nevada,206,4505,1235,737,475,0.442,0.317,0.651,21.9,6.0,3.6,2.3,5.9,0.063,-1.7,0.3,Hornets,0.65,0.63,0.62,0.77,0.77,0.68,False
2019,NBA,2,52,Jalen McDaniels,San Diego State,248,4543,1699,829,291,0.449,0.322,0.777,18.3,6.9,3.3,1.2,5.3,0.056,-3.3,-1.5,Hornets,0.09,0.61,0.31,0.05,0.86,0.43,False
2018,NBA,1,11,Shai Gilgeous-Alexander (↳LAC),Kentucky,386,12693,8810,1832,1876,0.496,0.349,0.852,32.9,22.8,4.7,4.9,43.6,0.165,4.3,20.2,Hornets,0.98,0.98,0.96,0.88,0.72,1.0,True
2017,NBA,1,11,Malik Monk,Kentucky,458,9889,5327,1132,1295,0.433,0.355,0.844,21.6,11.6,2.5,2.8,12.4,0.06,-1.1,2.2,Hornets,0.7,0.73,0.64,0.53,0.41,0.5,False
2017,NBA,2,31,Frank Jackson (↳NOP),Duke,214,3873,1816,392,222,0.421,0.332,0.786,18.1,8.5,1.8,1.0,2.5,0.031,-3.9,-1.9,Hornets,0.11,0.38,0.16,0.04,0.52,0.37,False
2016,NBA,1,22,Malachi Richardson (↳SAC),Syracuse,70,625,198,70,24,0.358,0.301,0.783,8.9,2.8,1.0,0.3,-0.1,-0.009,-6.1,-0.7,Hornets,0.14,0.11,0.12,0.3,0.03,0.09,False
2015,NBA,1,9,Frank Kaminsky,Wisconsin,413,8160,3630,1579,651,0.43,0.349,0.746,19.8,8.8,3.8,1.6,15.9,0.094,-0.2,3.7,Hornets,0.59,0.51,0.65,0.57,0.54,0.67,False
2014,NBA,1,9,Noah Vonleh,Indiana,362,5854,1685,1790,264,0.459,0.307,0.692,16.2,4.7,4.9,0.7,9.4,0.077,-2.5,-0.7,Hornets,0.21,0.56,0.48,0.26,0.4,0.33,False
2014,NBA,1,24,Shabazz Napier (↳MIA),UConn,345,5986,2433,657,849,0.397,0.345,0.815,17.4,7.1,1.9,2.5,8.1,0.065,-0.7,2.0,Hornets,0.58,0.54,0.69,0.63,0.51,0.69,False
2014,NBA,2,45,Dwight Powell (↳CLE ↳BOS),Stanford,650,12014,4640,2877,677,0.602,0.293,0.739,18.5,7.1,4.4,1.0,46.2,0.185,0.9,8.7,Hornets,0.87,0.94,0.89,0.84,0.84,0.88,True
2013,NBA,1,4,Cody Zeller,Indiana,552,11510,4376,3125,740,0.52,0.22,0.727,20.9,7.9,5.7,1.3,33.5,0.14,-0.7,3.9,Hornets,0.76,0.84,0.7,0.37,0.49,0.41,False
2012,NBA,1,2,Michael Kidd-Gilchrist,Kentucky,446,10978,3750,2420,515,0.474,0.272,0.715,24.6,8.4,5.4,1.2,21.0,0.092,-1.8,0.6,Hornets,0.6,0.73,0.56,0.23,0.42,0.18,False
2012,NBA,2,31,Jeffery Taylor,Vanderbilt,132,2566,807,263,107,0.409,0.319,0.665,19.4,6.1,2.0,0.8,1.3,0.024,-4.2,-1.5,Hornets,0.08,0.27,0.17,0.07,0.37,0.3,False
2011,NBA,1,9,Kemba Walker,UConn,750,24810,14486,2831,3938,0.418,0.36,0.84,33.1,19.3,3.8,5.3,59.8,0.116,2.8,29.8,Hornets,0.94,0.88,0.94,0.89,0.74,0.94,False
2011,NBA,1,19,Tobias Harris (↳MIL),Tennessee,897,28422,14602,5537,2131,0.478,0.368,0.835,31.7,16.3,6.2,2.4,70.2,0.119,1.0,21.6,Hornets,0.9,0.9,0.83,1.0,0.97,1.0,True
2011,NBA,2,39,Jeremy Tyler (↳GSW),,104,1034,373,269,25,0.45,0.0,0.557,9.9,3.6,2.6,0.2,0.3,0.014,-7.0,-1.3,Hornets,0.06,0.16,0.06,0.09,0.33,0.04,False
2009,NBA,1,12,Gerald Henderson,Duke,535,13854,5987,1716,1009,0.44,0.327,0.793,25.9,11.2,3.2,1.9,18.3,0.063,-1.8,0.6,Hornets,0.41,0.49,0.37,0.43,0.57,0.43,False
2009,NBA,2,40,Derrick Brown,Xavier,171,2554,895,413,119,0.515,0.317,0.637,14.9,5.2,2.4,0.7,4.5,0.085,-1.3,0.4,Hornets,0.37,0.32,0.44,0.67,0.58,0.75,False
2008,NBA,1,9,D.J. Augustin,Texas,976,22851,9259,1805,3761,0.412,0.381,0.867,23.4,9.5,1.8,3.9,47.7,0.1,-0.7,7.6,Hornets,0.73,0.79,0.7,0.6,0.69,0.57,False
2008,NBA,1,20,Alexis Ajinça,,293,3905,1553,1150,143,0.503,0.286,0.797,13.3,5.3,3.9,0.5,7.5,0.093,-2.8,-0.8,Hornets,0.09,0.4,0.22,0.26,0.48,0.29,False
2008,NBA,2,38,Kyle Weaver (↳OKC),Washington State,73,1379,363,158,119,0.441,0.353,0.736,18.9,5.0,2.2,1.6,1.5,0.051,-1.1,0.3,Hornets,0.46,0.26,0.62,0.64,0.48,0.76,False
2007,NBA,1,8,Brandan Wright (↳GSW),UNC,428,6949,2976,1560,199,0.607,0.0,0.674,16.2,7.0,3.6,0.5,26.2,0.181,2.3,7.5,Hornets,0.82,0.68,0.88,0.83,0.69,1.0,False
2007,NBA,1,22,Jared Dudley,Boston College,904,20117,6633,2849,1394,0.463,0.393,0.732,22.3,7.3,3.2,1.5,43.0,0.103,0.2,11.0,Hornets,0.85,0.82,0.72,0.94,0.94,0.79,False
2006,NBA,1,3,Adam Morrison,Gonzaga,161,3278,1200,342,222,0.373,0.331,0.71,20.4,7.5,2.1,1.4,-1.4,-0.021,-5.0,-2.4,Hornets,0.04,0.04,0.11,0.03,0.06,0.06,False
2006,NBA,2,50,Ryan Hollins,UCLA,518,6134,1913,1140,151,0.584,0.0,0.649,11.8,3.7,2.2,0.3,10.4,0.081,-4.1,-3.2,Hornets,0.02,0.61,0.24,0.07,0.64,0.21,False
2005,NBA,1,5,Raymond Felton,UNC,971,28829,10853,2867,5096,0.412,0.329,0.79,29.7,11.2,3.0,5.2,40.2,0.067,-0.6,10.1,Hornets,0.78,0.74,0.55,0.57,0.57,0.54,False
2005,NBA,1,13,Sean May,UNC,119,1868,821,481,115,0.458,0.231,0.746,15.7,6.9,4.0,1.0,2.6,0.068,-1.7,0.2,Hornets,0.37,0.22,0.36,0.44,0.26,0.44,False
2004,NBA,1,2,Emeka Okafor,UConn,616,19055,7370,5967,520,0.512,0.0,0.586,30.9,12.0,9.7,0.8,45.3,0.114,-0.6,6.8,Hornets,0.59,0.72,0.56,0.48,0.67,0.42,False
2004,NBA,2,45,Bernard Robinson,Michigan,128,1909,576,315,126,0.417,0.161,0.786,14.9,4.5,2.5,1.0,2.0,0.049,-2.0,0.0,Hornets,0.37,0.32,0.38,0.46,0.4,0.46,False
2001,NBA,1,16,Kirk Haston,Indiana,27,134,32,27,8,0.232,0.0,0.5,5.0,1.2,1.0,0.3,-0.5,-0.197,-13.3,-0.4,Hornets,0.32,0.1,0.02,0.23,0.03,0.06,False
2000,NBA,1,19,Jamaal Magloire,Kentucky,680,14621,4917,4408,386,0.48,0.0,0.639,21.5,7.2,6.5,0.6,27.7,0.091,-2.9,-3.1,Hornets,0.07,0.84,0.5,0.04,0.86,0.43,False
1999,NBA,1,3,Baron Davis,UCLA,835,28592,13447,3183,6025,0.409,0.32,0.711,34.2,16.1,3.8,7.2,63.1,0.106,2.6,33.1,Hornets,0.84,0.82,0.92,0.8,0.71,0.74,False
1999,NBA,2,43,Lee Nailon,TCU,306,5820,2622,936,298,0.474,0.111,0.786,19.0,8.6,3.1,1.0,8.0,0.066,-2.0,0.0,Hornets,0.39,0.47,0.42,0.54,0.59,0.59,False
1998,NBA,1,21,Ricky Davis,Iowa,736,21927,9912,2550,2426,0.446,0.361,0.781,29.8,13.5,3.5,3.3,28.0,0.061,-0.8,6.3,Hornets,0.75,0.67,0.64,0.65,0.73,0.48,False
1996,NBA,1,13,Kobe Bryant (↳LAL),,1346,48637,33643,7047,6306,0.447,0.329,0.837,36.1,25.0,5.2,4.7,172.7,0.17,4.6,80.1,Hornets,1.0,1.0,1.0,1.0,1.0,1.0,True
1996,NBA,1,16,Tony Delk,Kentucky,545,11702,4957,1351,1024,0.408,0.343,0.769,21.5,9.1,2.5,1.9,19.5,0.08,-0.4,4.8,Hornets,0.67,0.53,0.7,0.73,0.67,0.73,False
1996,NBA,2,44,Malik Rose,Drexel,813,13404,5003,3371,684,0.437,0.177,0.743,16.5,6.2,4.1,0.8,26.5,0.095,-2.1,-0.4,Hornets,0.35,0.63,0.5,0.44,1.0,0.71,False
1995,NBA,1,22,George Zídek,UCLA,135,1328,453,286,32,0.408,0.25,0.783,9.8,3.4,2.1,0.2,0.8,0.029,-7.5,-1.8,Hornets,0.11,0.29,0.02,0.03,0.27,0.06,False
1994,NBA,2,38,Darrin Hancock,Kansas,133,1395,467,169,89,0.53,0.333,0.579,10.5,3.5,1.3,0.7,1.1,0.038,-3.3,-0.5,Hornets,0.28,0.12,0.28,0.26,0.45,0.31,False
1993,NBA,1,17,Greg Graham (↳PHI),Indiana,207,2530,938,219,201,0.407,0.29,0.775,12.2,4.5,1.1,1.0,1.3,0.025,-3.8,-1.2,Hornets,0.11,0.35,0.31,0.08,0.25,0.28,False
1993,NBA,1,20,Scott Burrell,UConn,383,7592,2647,1332,527,0.418,0.373,0.723,19.8,6.9,3.5,1.4,16.4,0.104,0.7,5.2,Hornets,0.65,0.49,0.92,0.87,0.74,0.95,False
1992,NBA,1,2,Alonzo Mourning,Georgetown,838,25975,14311,7137,946,0.527,0.247,0.692,31.0,17.1,8.5,1.1,89.7,0.166,2.2,27.4,Hornets,0.98,0.95,0.98,0.88,0.88,0.83,True
1992,NBA,2,35,Tony Bennett,Green Bay,152,1886,538,155,303,0.412,0.335,0.732,12.4,3.5,1.0,2.0,1.6,0.041,-2.7,-0.3,Hornets,0.3,0.28,0.38,0.33,0.48,0.5,False
1991,NBA,1,1,Larry Johnson,UNLV,707,25685,11450,5300,2298,0.484,0.332,0.766,36.3,16.2,7.5,3.3,69.7,0.13,1.4,22.0,Hornets,0.92,0.92,0.9,0.61,0.67,0.5,False
1991,NBA,2,28,Kevin Lynch,Minnesota,95,1143,310,120,108,0.436,0.333,0.726,12.0,3.3,1.3,1.1,0.4,0.016,-4.4,-0.7,Hornets,0.36,0.21,0.21,0.24,0.35,0.24,False
1990,NBA,1,5,Kendall Gill,Illinois,966,29481,12914,4002,2945,0.434,0.3,0.754,30.5,13.4,4.1,3.0,47.8,0.078,0.1,15.8,Hornets,0.96,0.9,0.89,0.69,0.66,0.6,False
1990,NBA,2,39,Steve Scheffler,Purdue,174,918,331,180,26,0.558,0.2,0.759,5.3,1.9,1.0,0.1,2.9,0.153,-1.9,0.0,Hornets,0.59,0.38,0.65,0.67,0.65,0.65,False
